date,sales,volume,final,clear,ssn,time,model_year,model,make
8/8/2017,13625,15420,29792,20537,275-94-0250,12:58 AM,2006,Escalade,Cadillac
7/1/2017,12195,20974,25353,33386,379-19-7909,8:37 PM,2001,V40,Volvo
12/21/2016,19181,27626,29421,20171,609-04-6308,9:02 AM,1997,Achieva,Oldsmobile
5/14/2017,14653,22948,22351,23292,804-59-7780,7:04 PM,1994,Metro,Geo
5/28/2017,11777,27842,26537,16347,240-17-4245,3:55 PM,1992,Ram Van B150,Dodge
10/14/2016,11979,18491,22386,27154,315-82-1570,2:33 AM,1993,Thunderbird,Ford
10/5/2016,14171,11971,22873,32853,767-03-6918,2:05 PM,2011,3 Series,BMW
9/8/2017,14171,16809,20046,22168,699-89-2548,9:10 PM,2006,Silverado Hybrid,Chevrolet
12/31/2016,10486,11187,22355,26719,253-22-0156,2:54 PM,1987,Bonneville,Pontiac
12/27/2016,19464,12998,25553,32940,688-54-3238,6:29 PM,1995,Protege,Mazda
3/4/2017,19565,27592,25078,16900,826-20-5842,5:35 PM,2005,Astro,Chevrolet
3/24/2017,17928,12264,22052,23815,802-12-3868,3:09 PM,1967,Falcon,Ford
12/22/2016,16535,17867,22914,15240,744-75-8016,4:20 PM,2011,MDX,Acura
5/12/2017,10743,29151,27903,30548,333-05-0942,8:23 AM,1991,Coachbuilder,Buick
4/26/2017,14706,14543,29222,39830,728-71-7356,5:17 AM,1992,8 Series,BMW
12/21/2016,12580,12924,25711,11906,360-48-3287,1:30 PM,2010,Elantra,Hyundai
9/14/2017,13064,10823,27028,15697,224-68-0040,7:50 PM,1995,Park Avenue,Buick
5/19/2017,15001,28222,29810,16259,562-87-3111,8:35 PM,2000,Catera,Cadillac
12/31/2016,13870,22086,20618,11122,333-44-6807,5:34 AM,2008,Typ-1,Aptera
8/15/2017,13621,20055,25386,20069,892-64-1227,12:44 PM,2001,Prowler,Chrysler
2/22/2017,19537,13834,20440,38726,344-05-7064,9:03 PM,1996,X-90,Suzuki
1/10/2017,18224,15708,24976,11774,744-66-9546,7:14 AM,2007,Grand Vitara,Suzuki
4/1/2017,10415,16943,29443,13883,282-46-8700,4:15 PM,1997,Regal,Buick
8/20/2017,16136,29500,21497,38295,555-76-2084,8:37 AM,2007,599 GTB Fiorano,Ferrari
4/24/2017,16516,27353,23232,12294,129-82-6310,2:45 PM,1993,Eclipse,Mitsubishi
5/18/2017,19374,15530,25502,16179,218-99-6466,4:35 AM,2003,Pilot,Honda
7/26/2017,10762,23661,27575,29188,305-47-7951,10:28 PM,1957,Corvette,Chevrolet
8/19/2017,12514,17090,26390,14599,613-72-5488,1:07 AM,2010,Type-1h,Aptera
2/22/2017,10929,17427,27441,12144,177-16-1090,1:15 AM,2008,S6,Audi
10/10/2016,14942,12430,26961,34969,726-53-0523,10:45 PM,2001,Fiesta,Ford
11/6/2016,14238,20193,28008,32233,766-47-4606,10:19 PM,2009,9-5,Saab
6/21/2017,10337,11104,24061,20727,251-26-0274,8:13 AM,1986,Biturbo,Maserati
1/27/2017,15662,27271,22425,26412,284-04-0263,3:56 PM,2010,RX-8,Mazda
4/20/2017,12302,27085,28140,13608,825-30-9954,11:58 PM,2006,Montana,Pontiac
6/27/2017,17664,29048,28874,31175,835-96-2843,1:53 PM,2003,MX-5,Mazda
1/19/2017,13028,25128,29439,22948,152-88-6928,6:33 PM,2008,S2000,Honda
4/21/2017,12915,29562,24506,37260,650-21-7958,4:02 AM,1984,Century,Buick
1/18/2017,16581,13761,24917,37382,100-55-7130,12:19 PM,1987,Leone,Subaru
2/5/2017,11183,19993,22617,16987,796-83-9881,9:49 PM,2008,Tucson,Hyundai
7/27/2017,15003,20784,26678,12614,450-30-2201,3:49 PM,1984,Firebird,Pontiac
10/16/2016,12178,14576,22713,11300,656-81-3501,4:38 PM,1999,Rodeo,Isuzu
8/28/2017,15086,13124,21709,38815,204-87-3603,6:35 AM,2002,Santa Fe,Hyundai
5/30/2017,18153,28009,27176,15520,837-51-8838,3:09 AM,2004,Avalanche 2500,Chevrolet
7/26/2017,11482,28944,25197,21128,123-51-6642,8:03 PM,2005,Pathfinder,Nissan
1/11/2017,19312,18039,26761,36245,546-25-9377,6:13 PM,2009,Nitro,Dodge
10/16/2016,17903,16988,24040,35495,520-22-7340,9:10 AM,1995,GTO,Mitsubishi
1/9/2017,13964,24732,23719,33805,247-76-2310,4:04 PM,1984,F250,Ford
1/1/2017,12399,26423,23681,27142,506-78-5248,6:20 PM,2002,Aurora,Oldsmobile
11/27/2016,14036,12929,29143,18717,565-21-4856,4:21 AM,1996,XJ Series,Jaguar
1/17/2017,15051,18996,22022,33852,132-98-3259,6:09 AM,2002,Econoline E150,Ford
3/5/2017,12560,27105,20565,12273,228-94-7730,5:49 AM,1992,100,Audi
9/29/2017,18418,11558,29357,24172,163-15-3385,12:47 AM,2001,Navigator,Lincoln
2/11/2017,18867,24618,29597,25775,525-72-2919,8:29 AM,1990,Grand Prix Turbo,Pontiac
10/22/2016,11581,28753,21963,27000,593-33-3654,12:05 PM,1993,F350,Ford
5/27/2017,10130,10629,20043,16907,113-53-2428,4:50 AM,2006,Yukon XL 2500,GMC
8/26/2017,15769,11944,28520,36149,606-40-6286,4:11 AM,2010,MX-5,Mazda
4/11/2017,16808,14059,28042,23905,715-41-4393,7:21 AM,2003,GX,Lexus
11/18/2016,16973,21547,20391,30063,857-90-7618,8:35 PM,2004,QX,Infiniti
8/17/2017,14366,19613,29134,34336,454-75-3358,1:55 AM,1994,Century,Buick
8/20/2017,15011,28335,27228,39974,542-49-9813,5:31 PM,2002,Axiom,Isuzu
1/25/2017,12561,22477,26919,34532,769-08-7210,5:33 AM,2009,V8 Vantage,Aston Martin
3/6/2017,13186,22814,23161,22324,521-22-7010,7:05 AM,2010,Endeavor,Mitsubishi
7/10/2017,19157,12396,23590,17255,839-86-0439,4:30 PM,2003,300M,Chrysler
7/15/2017,13032,29652,27975,15832,601-10-8454,11:01 AM,1994,Celica,Toyota
3/5/2017,19355,22343,25920,19889,376-43-1120,1:40 AM,1996,Monte Carlo,Chevrolet
7/16/2017,12497,16101,26311,18740,178-26-9508,1:02 PM,2000,Intrigue,Oldsmobile
11/28/2016,13319,15354,23868,16923,764-46-3452,6:58 PM,2005,Daewoo Lacetti,Suzuki
5/29/2017,16125,25356,23295,22934,650-57-7615,1:07 AM,1973,Grand Prix,Pontiac
7/2/2017,12044,10991,28910,24240,745-01-8056,11:17 AM,1998,S-Class,Mercedes-Benz
2/20/2017,10718,25841,28735,36821,694-22-1506,3:12 PM,2006,Jetta,Volkswagen
3/16/2017,18760,12438,23979,18754,496-59-6482,2:27 AM,1998,F250,Ford
4/18/2017,10692,14165,29133,28720,461-16-0043,6:53 AM,1996,Probe,Ford
12/28/2016,14698,22459,25326,35106,150-66-0374,3:10 AM,1994,Suburban 2500,GMC
3/10/2017,10153,26693,22020,16761,377-19-1962,11:16 AM,1992,F-Series,Ford
7/19/2017,14256,12507,22453,15695,419-16-3638,12:19 PM,1995,Lumina,Chevrolet
9/17/2017,18992,18798,25193,28036,814-89-3931,3:16 PM,1994,E-Class,Mercedes-Benz
3/2/2017,12029,17685,25738,36122,130-77-2551,3:08 PM,2008,Discovery,Land Rover
3/6/2017,19734,16965,25794,12463,877-63-6764,7:06 PM,2008,Avalanche,Chevrolet
4/21/2017,19058,12800,27490,18184,757-39-0047,6:24 PM,2004,CTS,Cadillac
1/26/2017,18223,13000,29694,22627,214-01-7552,4:54 PM,2006,Sebring,Chrysler
6/30/2017,19770,18829,21966,21316,779-13-1059,7:24 AM,2005,Equinox,Chevrolet
4/12/2017,10088,17435,26957,38079,584-61-8823,7:26 AM,1987,Sunbird,Pontiac
8/16/2017,10597,22251,27444,14127,548-78-0888,6:21 PM,2002,RSX,Acura
2/6/2017,18093,24991,23287,26813,270-70-5595,7:03 PM,2006,Liberty,Jeep
4/24/2017,13693,26857,22168,14696,882-52-8335,12:31 PM,2004,New Beetle,Volkswagen
11/28/2016,16073,15701,29887,38789,838-09-3606,4:45 PM,1998,T100,Toyota
9/10/2017,18658,17303,21416,22239,531-18-2264,2:30 PM,2004,545,BMW
2/2/2017,13981,16739,22334,18911,491-34-1784,2:33 AM,1995,Grand Cherokee,Jeep
7/28/2017,16185,16897,28799,24567,409-72-9411,2:08 AM,2007,Sierra,GMC
6/17/2017,13181,17676,29032,18400,448-03-7852,9:55 AM,2010,E-Series,Ford
10/3/2017,14310,20811,24837,39881,559-98-2673,12:29 PM,1990,SJ,Suzuki
3/12/2017,17778,21498,21923,22669,131-53-5674,9:40 PM,1996,Impala,Chevrolet
5/25/2017,11963,13207,22140,20218,175-24-9199,11:31 AM,1998,Mountaineer,Mercury
11/13/2016,13904,22906,27808,15236,500-65-0296,4:07 AM,1984,Skyhawk,Buick
12/16/2016,14241,21715,26782,20613,829-56-7305,12:59 PM,1998,T100,Toyota
12/27/2016,18469,16302,25284,38580,737-48-6015,1:54 PM,1988,Swift,Suzuki
4/11/2017,14888,13498,28940,27274,298-58-2813,10:07 PM,2006,F430 Spider,Ferrari
1/23/2017,16101,25107,29908,16553,118-21-6443,5:20 PM,2002,CLK-Class,Mercedes-Benz
10/13/2016,14841,26915,28319,11913,445-42-5100,4:37 PM,2003,Z8,BMW
9/14/2017,10865,26372,22047,35082,800-67-5396,1:22 PM,1993,Spider,Alfa Romeo
8/15/2017,12150,14186,20194,32619,310-58-3361,5:24 AM,2006,C70,Volvo
9/24/2017,12607,15466,25606,24335,556-58-4482,1:43 AM,1993,Park Avenue,Buick
11/25/2016,15980,27960,22753,34280,348-05-7993,11:31 PM,1994,Mark VIII,Lincoln
10/30/2016,12928,29005,21471,14132,649-86-6016,5:08 AM,2010,Escalade ESV,Cadillac
1/10/2017,18020,29123,20185,33380,470-66-3815,9:20 PM,1992,Amigo,Isuzu
12/29/2016,17376,12556,21684,24570,587-42-8648,3:28 AM,2003,Safari,GMC
12/31/2016,14690,20342,25088,17405,724-97-6197,10:44 AM,2012,Civic,Honda
7/31/2017,14573,15672,23775,30373,770-71-5803,10:40 AM,1993,Dakota,Dodge
9/29/2017,10868,15942,24949,33185,580-61-5876,1:44 AM,2011,Galant,Mitsubishi
9/8/2017,17953,18196,24940,17277,594-35-1738,5:58 AM,2010,S60,Volvo
6/16/2017,16173,24523,26914,31845,424-28-8287,12:16 PM,2002,Passport,Honda
7/22/2017,10691,26982,27993,35260,891-76-4842,8:34 PM,2007,Compass,Jeep
9/5/2017,16857,10566,27248,27790,552-27-2159,12:49 AM,2005,Coupe,Maserati
7/21/2017,13776,29825,22261,20550,512-47-8178,7:17 AM,2011,Azera,Hyundai
12/26/2016,19227,10181,23628,19710,647-92-4147,9:31 PM,1994,Diablo,Lamborghini
4/18/2017,17468,22530,24301,27296,602-27-6838,4:27 PM,2008,Navigator,Lincoln
1/2/2017,14497,22412,27308,30032,196-90-0687,5:51 PM,2011,GT-R,Nissan
6/9/2017,14096,15440,29659,23657,449-80-6700,6:59 AM,1992,Sonoma Club,GMC
10/28/2016,10848,14288,24429,17121,237-91-3978,8:32 AM,2008,A6,Audi
7/18/2017,14690,26902,23448,31110,599-88-6772,5:29 PM,2005,Savana 1500,GMC
10/5/2016,17573,19970,21327,18085,725-49-6119,6:02 AM,1979,LUV,Chevrolet
4/19/2017,11149,21572,22786,11537,343-52-9069,7:02 PM,2008,Camry Hybrid,Toyota
9/5/2017,12640,26643,20831,37420,410-73-4096,9:29 AM,1991,Sentra,Nissan
9/2/2017,10846,28473,23147,11179,368-81-3171,10:07 AM,2004,Aviator,Lincoln
1/2/2017,18998,26277,20318,15494,211-53-9816,4:52 AM,1992,2500,Chevrolet
3/9/2017,16452,26975,22171,12466,839-86-0200,8:50 AM,2010,Freelander,Land Rover
3/5/2017,14391,12430,23774,24314,815-13-2374,3:43 AM,1990,MPV,Mazda
10/29/2016,18399,10806,22228,11230,674-23-7324,7:32 AM,2012,EX,Infiniti
3/7/2017,18487,19205,28568,24707,417-41-0808,10:37 AM,2011,GS,Lexus
6/1/2017,18649,14096,21260,32391,285-28-2098,10:47 AM,2007,207,Peugeot
4/26/2017,11452,10021,26293,35965,857-13-4149,6:04 AM,2008,Grand Marquis,Mercury
1/4/2017,14974,11301,23580,37700,449-70-5555,10:17 AM,1994,RX-7,Mazda
11/14/2016,19228,29598,26086,17006,297-84-1450,9:58 AM,2003,Mustang,Ford
10/24/2016,17515,17269,22961,14610,321-81-3028,2:29 PM,2010,ES,Lexus
9/2/2017,16082,22841,27374,21332,124-77-5451,6:48 AM,1996,Tahoe,Chevrolet
7/18/2017,11414,29362,23658,16689,226-43-4381,3:32 PM,1995,Mystique,Mercury
12/8/2016,19428,16440,21588,12482,727-85-2550,1:52 PM,2008,Matrix,Toyota
2/21/2017,15610,29825,26547,27351,786-75-7513,12:50 PM,2009,Borrego,Kia
4/14/2017,12907,13886,21560,10855,634-74-2791,8:01 AM,1993,Suburban 2500,Chevrolet
10/15/2016,10925,22603,27550,39796,360-33-6752,11:54 AM,1993,Sportvan G30,Chevrolet
10/13/2016,14723,18623,27576,30256,617-90-3333,4:59 PM,2009,Impreza,Subaru
8/5/2017,10122,20651,21064,26150,305-30-5912,2:51 PM,2007,i-370,Isuzu
1/4/2017,11095,24950,27180,31689,841-18-7846,8:41 PM,2010,Savana 1500,GMC
8/11/2017,14534,27389,26949,12652,249-26-7128,8:51 AM,1994,Camaro,Chevrolet
12/11/2016,12725,15969,20383,20967,251-57-6691,11:09 AM,1989,Excel,Mitsubishi
10/10/2016,10903,29579,28405,31275,819-95-0261,1:07 PM,2007,C8,Spyker
7/22/2017,11232,21400,20491,13105,765-43-1071,10:45 AM,1985,Mustang,Ford
11/29/2016,19757,16807,25480,35540,531-43-5068,10:36 AM,1992,Silhouette,Oldsmobile
4/18/2017,13593,18636,24894,27752,206-28-8606,2:01 PM,2003,Grand Caravan,Dodge
2/22/2017,16865,15150,28057,26364,716-08-2206,9:13 AM,2002,Savana 3500,GMC
12/10/2016,15811,15669,22676,37111,539-06-7817,1:23 AM,2010,LR2,Land Rover
4/27/2017,12762,15792,22163,19006,654-87-3178,7:18 PM,2000,Sonata,Hyundai
6/21/2017,16538,20073,26151,13366,625-78-5448,8:01 AM,2011,Town Car,Lincoln
8/29/2017,12158,17729,27182,35726,194-32-7723,4:02 PM,2003,Cayenne,Porsche
8/13/2017,13319,20362,28589,32870,276-52-5559,7:11 PM,2006,Vantage,Aston Martin
6/1/2017,11524,25210,24151,30750,732-43-9021,5:53 PM,2009,FJ Cruiser,Toyota
9/4/2017,12069,20626,21533,19251,652-73-6602,6:31 AM,2005,Dakota Club,Dodge
5/24/2017,15592,22264,29108,14699,736-42-6147,3:32 AM,1973,Grand Prix,Pontiac
9/13/2017,12976,28568,21215,21347,227-57-1939,8:02 AM,2006,Sorento,Kia
2/4/2017,12529,24042,20456,31824,810-87-5340,7:20 AM,1999,Quest,Nissan
5/25/2017,12257,21641,23997,13069,642-51-5817,5:20 AM,1987,Laser,Ford
7/7/2017,12330,29087,23326,26196,785-97-4179,1:40 PM,1995,Accord,Honda
1/15/2017,16821,16202,26751,26794,151-87-5114,6:22 PM,2011,Navigator L,Lincoln
9/27/2017,12421,27404,20804,22422,428-14-3700,11:58 AM,1992,Mustang,Ford
2/16/2017,18321,19797,25904,34385,864-41-0254,3:27 AM,2009,Silverado,Chevrolet
4/29/2017,19245,18686,24696,27039,311-81-5983,10:24 AM,1997,CR-V,Honda
1/19/2017,16876,15650,27558,36976,151-85-0067,12:43 PM,1993,Lumina APV,Chevrolet
10/21/2016,19359,19436,24532,15402,351-59-6292,6:05 PM,1984,Town Car,Lincoln
5/24/2017,14367,25080,26268,13530,883-73-8635,10:14 AM,1998,T100 Xtra,Toyota
11/28/2016,15630,16507,25115,37077,487-59-8066,1:09 AM,1994,Precis,Mitsubishi
9/29/2017,13585,13115,28389,27855,787-42-9809,1:42 PM,2010,QX56,Infiniti
11/21/2016,18542,25508,24927,32193,244-13-3800,8:49 PM,2009,Sable,Mercury
9/18/2017,18274,16416,24820,27030,805-32-0291,3:00 AM,2000,Eldorado,Cadillac
4/14/2017,11441,27131,25852,19902,782-66-3260,7:39 AM,2000,Monte Carlo,Chevrolet
6/18/2017,15046,10657,20192,26658,678-32-0524,5:53 AM,1990,Corrado,Volkswagen
9/22/2017,12522,29086,26225,38393,888-59-6642,9:58 PM,1993,S10 Blazer,Chevrolet
6/24/2017,18073,28177,21946,35201,218-41-4392,2:04 AM,1995,del Sol,Honda
10/15/2016,18523,23157,27747,20116,264-45-2262,9:17 PM,2007,GL-Class,Mercedes-Benz
5/1/2017,12189,19375,21696,31005,665-01-6387,3:01 PM,1986,Truck,Mitsubishi
11/27/2016,19423,19606,29085,35579,865-69-8876,7:44 PM,1986,Esprit,Lotus
6/10/2017,15354,16594,22412,21546,751-25-3127,11:23 PM,2009,Sierra,GMC
12/26/2016,18904,10398,22974,10231,283-71-9307,9:41 PM,2004,Exige,Lotus
6/15/2017,16445,10320,26119,19781,857-60-9631,1:21 PM,1993,5 Series,BMW
12/31/2016,14640,21364,26370,32259,334-94-8621,8:33 PM,2000,RL,Acura
12/15/2016,17365,18076,20840,23358,875-05-9579,11:50 AM,1996,3500,GMC
11/11/2016,17235,13924,26818,12567,239-11-9125,1:34 AM,2000,4Runner,Toyota
10/11/2016,16723,17607,20515,35859,276-43-5642,7:54 AM,2005,Avalanche 1500,Chevrolet
1/25/2017,12273,19557,25685,13258,853-18-1683,11:08 PM,2004,Tacoma Xtra,Toyota
8/8/2017,11942,15870,25066,34915,688-82-7562,2:06 AM,1994,Seville,Cadillac
9/17/2017,16508,12099,28832,25545,795-02-8820,6:37 AM,1985,Truck,Mitsubishi
8/17/2017,14141,11892,29679,31322,263-95-8337,11:38 AM,2009,XLR-V,Cadillac
9/20/2017,16579,14041,25276,11915,346-70-4623,9:11 AM,1999,Yukon,GMC
1/23/2017,11987,26962,25037,32891,415-53-4887,5:05 AM,2005,Focus,Ford
7/14/2017,17882,23770,25127,36816,462-45-5921,8:31 PM,2008,Express 2500,Chevrolet
2/5/2017,12683,21880,20323,25206,607-70-2147,8:28 PM,2003,H2,Hummer
12/13/2016,13348,12193,25864,37966,488-54-7676,2:54 PM,2012,Express,Chevrolet
10/21/2016,11621,27528,26495,25205,434-39-0851,8:41 PM,1994,900,Saab
6/25/2017,13186,21552,25163,28078,759-94-6711,9:51 AM,2004,Montero Sport,Mitsubishi
3/22/2017,10796,20887,25170,33967,534-05-1258,6:14 PM,1994,Ciera,Oldsmobile
1/20/2017,17180,21519,21414,35217,202-03-6846,5:32 PM,2002,DeVille,Cadillac
10/3/2016,19355,17856,20659,16340,864-11-8927,4:51 AM,2006,TT,Audi
8/4/2017,16651,24325,27475,10072,659-92-9580,5:31 PM,1992,D250,Dodge
6/26/2017,16862,23783,27395,38981,384-44-3534,2:34 AM,1999,Safari,GMC
8/19/2017,10084,28682,29697,37222,829-32-1237,3:03 AM,2008,Touareg,Volkswagen
6/13/2017,12361,29665,23547,23072,144-96-0915,7:04 AM,1992,Corsica,Chevrolet
1/15/2017,13469,15541,20445,29225,525-93-4784,3:19 PM,1967,Thunderbird,Ford
8/28/2017,16456,18458,20772,32823,108-38-9865,4:54 PM,2008,Town Car,Lincoln
10/30/2016,14965,24246,25419,18634,620-39-4097,10:58 PM,2000,Durango,Dodge
6/2/2017,14491,19315,29654,11442,855-26-8251,12:44 AM,2011,9-3,Saab
10/25/2016,17275,20223,21635,34012,716-74-1100,9:05 AM,1995,GTI,Volkswagen
5/19/2017,11234,18411,29672,14939,808-61-2536,3:37 PM,2011,57,Maybach
8/11/2017,14642,18350,20181,20138,568-88-5124,8:20 AM,2005,L-Series,Saturn
5/18/2017,17644,29534,23676,20017,103-98-8201,6:18 PM,2003,Allroad,Audi
7/18/2017,14620,19946,25390,35044,132-27-0027,4:25 AM,2010,A8,Audi
11/21/2016,12534,23004,29062,18492,787-05-4533,4:43 PM,2001,9-3,Saab
1/22/2017,17182,19626,24664,10102,512-76-8045,3:57 AM,2006,Lancer Evolution,Mitsubishi
7/29/2017,13021,24591,21672,31125,750-87-0895,11:28 AM,1990,Trans Sport,Pontiac
6/29/2017,15407,22126,20642,13133,733-24-7688,7:11 PM,2013,Altima,Nissan
8/25/2017,11840,27450,26129,17719,219-96-2587,12:46 PM,2009,Rio,Kia
4/5/2017,14534,12528,21047,18378,307-53-1280,2:22 AM,2011,Quattroporte,Maserati
1/20/2017,12917,22554,20080,27635,100-41-4333,7:08 PM,1987,Regal,Buick
4/29/2017,15362,16696,29944,26784,164-44-9168,6:04 PM,1990,900,Saab
5/24/2017,18552,13669,21884,17465,827-94-2599,9:59 AM,2012,R8,Audi
10/4/2016,12586,24509,29958,29709,118-58-8670,4:47 PM,1993,Ramcharger,Dodge
8/3/2017,10705,14874,29077,19261,304-46-2717,6:12 AM,1998,Tercel,Toyota
8/12/2017,10126,18367,23744,25277,343-66-2229,11:00 PM,1998,NSX,Acura
7/5/2017,19871,21991,21929,20601,299-87-8203,11:46 AM,1984,Grand Marquis,Mercury
12/25/2016,12389,26264,23055,33245,296-54-0525,8:38 PM,2009,Equator,Suzuki
4/21/2017,11209,10887,23350,18289,282-25-7277,5:17 AM,1999,Ram Van 3500,Dodge
4/4/2017,19303,24605,23891,22918,734-53-5296,5:03 AM,2009,Avalon,Toyota
10/17/2016,10089,23400,22618,17120,437-31-2809,7:44 PM,1996,del Sol,Honda
6/17/2017,11725,20473,23574,28586,505-51-2936,9:45 PM,1988,Galant,Mitsubishi
7/24/2017,12311,12311,26871,36474,884-25-0706,12:32 PM,1984,Mirage,Mitsubishi
9/13/2017,16224,19590,28907,22387,648-47-5811,3:44 PM,2007,Ram 3500,Dodge
12/31/2016,19709,12051,21569,12094,295-58-2902,6:44 AM,1991,Type 2,Volkswagen
1/13/2017,15921,10497,21859,16365,417-13-5017,3:07 AM,1995,2500,Chevrolet
10/7/2016,13074,28768,29576,37186,711-04-8003,3:39 PM,1992,2500,GMC
6/5/2017,14167,14823,24962,29817,472-51-7860,2:54 AM,1993,Beretta,Chevrolet
9/16/2017,19747,23989,20089,33582,345-39-3763,9:13 AM,2008,Tacoma,Toyota
4/26/2017,16938,21820,27645,10763,769-85-0530,9:30 AM,2004,FX,Infiniti
1/13/2017,15463,13077,29625,38140,446-47-4440,1:47 AM,2000,Camry,Toyota
2/11/2017,11088,18082,28667,15072,819-89-0694,9:22 PM,2013,Genesis Coupe,Hyundai
6/25/2017,11242,11750,22673,31447,166-15-7896,2:33 PM,1961,Tempest,Pontiac
1/18/2017,15364,16822,23435,26917,312-49-8374,4:51 AM,2008,F150,Ford
10/10/2016,16275,16954,24763,20873,252-13-2048,2:24 AM,2012,3500,Ram
1/18/2017,13313,13632,22402,35452,818-39-9401,10:43 AM,2006,Escalade EXT,Cadillac
1/25/2017,18367,25531,27367,39012,579-43-6612,8:24 PM,1993,Truck,Mitsubishi
4/13/2017,11542,15953,28628,25689,687-89-6852,1:50 AM,1987,Familia,Mazda
5/11/2017,14480,20838,20821,23873,557-43-5858,4:03 AM,1991,Park Avenue,Buick
10/14/2016,12545,26573,20686,30869,387-15-5519,12:30 PM,1994,Sonata,Hyundai
4/16/2017,14201,26985,26155,14586,660-55-1405,2:36 PM,1986,Ranger,Ford
11/27/2016,16700,29406,21914,33970,295-22-2907,2:27 AM,2003,Crown Victoria,Ford
2/11/2017,17262,25686,21404,14202,466-25-0359,5:51 PM,1998,Suburban 2500,Chevrolet
1/15/2017,16213,20236,26777,37041,741-58-0208,4:17 AM,1993,H1,Hummer
7/13/2017,10751,24013,23034,26857,642-81-2925,9:49 PM,2005,Escalade ESV,Cadillac
4/28/2017,14056,23341,20009,35118,182-81-3441,7:27 AM,1993,Camaro,Chevrolet
1/14/2017,14732,22011,24559,20697,794-06-0905,11:49 AM,2011,Maxima,Nissan
6/26/2017,13317,15989,20113,16317,394-35-1414,3:23 PM,2004,S2000,Honda
9/29/2017,19452,27631,24970,10023,411-18-0072,5:28 AM,1995,Vision,Eagle
8/19/2017,11477,26456,22489,19632,362-51-8821,11:47 AM,2004,Malibu,Chevrolet
5/29/2017,17363,14596,28961,17140,758-99-5312,11:56 AM,2000,Xterra,Nissan
9/3/2017,19496,28088,27607,39675,840-90-0725,6:59 AM,1990,Laser,Plymouth
1/31/2017,11293,16805,20513,24607,679-53-2350,6:35 PM,2002,Camaro,Chevrolet
12/26/2016,18326,17432,28475,23677,198-18-2197,4:31 PM,2003,Protege,Mazda
1/2/2017,15313,29950,28167,31609,479-51-9287,9:22 PM,1992,Seville,Cadillac
10/19/2016,14536,11492,20747,14875,111-84-7776,6:55 PM,1994,Impala SS,Chevrolet
2/3/2017,11155,15811,20237,11078,226-67-0789,2:46 AM,2009,C30,Volvo
11/24/2016,19263,19601,29887,28124,454-78-7387,4:11 AM,2010,Yukon XL 2500,GMC
11/27/2016,14113,28901,29866,12826,311-60-7135,8:04 PM,2006,FX,Infiniti
6/16/2017,17266,13651,22229,33587,344-04-4286,8:59 PM,2006,350Z Roadster,Nissan
1/3/2017,16492,10777,27698,16215,216-79-2066,9:51 PM,2006,E-Series,Ford
9/10/2017,15557,28855,24691,23616,730-77-8299,9:43 PM,1998,Sidekick,Suzuki
8/25/2017,18242,20455,29001,34949,718-39-4103,6:42 AM,2011,Routan,Volkswagen
3/5/2017,17557,19817,20955,23181,135-88-2963,8:04 PM,2003,Voyager,Chrysler
8/19/2017,18213,21954,21392,32571,435-57-8153,5:47 AM,1985,Capri,Mercury
11/25/2016,16213,27225,22903,27159,292-37-1353,4:55 PM,1996,Dakota,Dodge
2/2/2017,10943,15288,24661,16776,844-86-6744,8:00 PM,2012,GLK-Class,Mercedes-Benz
10/23/2016,19480,22881,20931,27190,287-88-9035,1:57 AM,1994,98,Oldsmobile
11/12/2016,16230,25253,21449,14313,447-79-3097,8:47 PM,2003,Montero Sport,Mitsubishi
11/4/2016,10385,14409,24219,35282,204-12-2812,1:37 AM,1994,LeSabre,Buick
11/6/2016,14852,10618,20712,15834,412-92-7359,11:24 PM,2005,Savana 1500,GMC
5/23/2017,10685,16553,22412,14271,439-26-9172,6:24 AM,1997,J,Infiniti
1/24/2017,10804,15204,20016,19872,672-01-4939,12:39 AM,2004,Odyssey,Honda
7/30/2017,14502,23488,20537,21937,332-98-0919,5:33 AM,1993,Acclaim,Plymouth
9/8/2017,12938,21662,25668,26039,412-73-4338,6:07 PM,1994,Town Car,Lincoln
3/5/2017,11152,21120,22664,30122,812-45-7226,12:05 PM,1997,SC,Lexus
2/10/2017,13398,17174,26506,35755,532-07-5010,11:19 PM,1986,Town Car,Lincoln
4/15/2017,12813,26490,28031,17398,281-38-1391,11:42 PM,2001,Diablo,Lamborghini
3/12/2017,18214,15094,24892,36001,128-47-1532,7:11 PM,1998,Prizm,Chevrolet
4/22/2017,17278,26668,29042,22569,353-83-0383,6:36 PM,1992,Sportvan G30,Chevrolet
4/27/2017,12232,10833,26270,34006,571-73-0816,12:47 AM,2002,Tracker,Chevrolet
5/17/2017,11283,25958,21939,38024,529-59-9709,8:24 PM,1994,323,Mazda
9/3/2017,17641,23292,29310,38317,735-47-4595,11:53 PM,1995,GTO,Mitsubishi
11/28/2016,18242,13789,21549,31126,653-26-6287,6:15 PM,1999,Grand Voyager,Plymouth
5/5/2017,16190,27896,22355,24197,787-50-3123,6:35 AM,1998,Rodeo,Isuzu
11/12/2016,10353,11661,20907,13438,486-01-6776,9:56 PM,1999,Eurovan,Volkswagen
4/2/2017,15924,27880,27840,12430,545-15-7381,6:20 PM,2013,JX,Infiniti
10/16/2016,18581,25824,25557,27964,402-74-4268,2:16 PM,2012,A6,Audi
